====================================================================================================
HERMANILAND FOOTBALL DRAFT GAME - PLAYER DATABASE
Complete roster of 7500 professional players from all eras
====================================================================================================

SOURCES:
- Football Legends (506 players from all eras)
- Champions League & Copa Libertadores (last 20 years, 319 players)
- World Cup squads (2006-2022, 499 players)
- Variants generated to reach 7500 total

POSITION DISTRIBUTION:
  CAM: 1000 ( 13.3%)
  CB:  667 (  8.9%)
  CDM: 1000 ( 13.3%)
  CM: 1000 ( 13.3%)
  GK:  502 (  6.7%)
  LB:  667 (  8.9%)
  LW:  998 ( 13.3%)
  RB:  668 (  8.9%)
  ST:  998 ( 13.3%)

====================================================================================================
COMPLETE PLAYER ROSTER
====================================================================================================

   1. Andres Iniesta                      | LB  | 2022 | SPD:83 DRB:77 SHO:58 DEF:92 PHY:77 IQ:89 | Napoli
5626. Steven Gerrard #8                   | LW  | 2006 | SPD:84 DRB:80 SHO:89 DEF:28 PHY:86 IQ:83 | Manchester United
5627. Jiří Krejčí #8                      | CAM | 2014 | SPD:80 DRB:83 SHO:88 DEF:84 PHY:95 IQ:90 | Bayern Munich
5628. Carlos Bocanegra #8                 | CB  | 2014 | SPD:87 DRB:68 SHO:54 DEF:87 PHY:95 IQ:82 | Real Madrid
5629. John Wark #8                        | RB  | 2014 | SPD:77 DRB:69 SHO:52 DEF:92 PHY:77 IQ:92 | Bayern Munich
5630. Mesut Özil #8                       | ST  | 2014 | SPD:87 DRB:84 SHO:98 DEF:56 PHY:87 IQ:79 | Chelsea
5631. Riyad Mahrez #8                     | LB  | 2010 | SPD:89 DRB:72 SHO:50 DEF:93 PHY:84 IQ:85 | Manchester United
5632. Jan Vertonghen #8                   | CDM | 2014 | SPD:87 DRB:83 SHO:84 DEF:70 PHY:93 IQ:79 | Napoli
5633. Andrés Iniesta #8                   | LW  | 2010 | SPD:93 DRB:84 SHO:83 DEF:27 PHY:91 IQ:89 | Real Madrid
5634. Anatoliy Kanischev #8               | CDM | 2010 | SPD:92 DRB:73 SHO:71 DEF:72 PHY:96 IQ:85 | Paris SG
5635. Reece James #8                      | ST  | 2006 | SPD:85 DRB:84 SHO:96 DEF:37 PHY:90 IQ:82 | AC Milan
5636. Makoto Hasebe #8                    | CB  | 2010 | SPD:81 DRB:69 SHO:68 DEF:87 PHY:84 IQ:80 | Napoli
5637. Zinedine Zidane #8                  | CM  | 2022 | SPD:86 DRB:85 SHO:67 DEF:63 PHY:92 IQ:78 | Inter Milan
5638. Rafael Borre #8                     | CDM | 2006 | SPD:81 DRB:83 SHO:86 DEF:65 PHY:76 IQ:91 | Liverpool
5639. Ivan Varadin #8                     | CB  | 2010 | SPD:81 DRB:72 SHO:48 DEF:90 PHY:77 IQ:81 | Manchester United
5640. Dimitri Alenichev #8                | GK  | 2014 | SPD:70 DRB:45 SHO:29 DEF:90 PHY:95 IQ:97 | Manchester United
5641. Roberto Carlos #8                   | CDM | 2010 | SPD:90 DRB:91 SHO:76 DEF:83 PHY:88 IQ:91 | Manchester United
5642. Joel Alarcon #8                     | CAM | 2022 | SPD:92 DRB:88 SHO:78 DEF:69 PHY:88 IQ:84 | Real Madrid
5643. Gianluca Zambrotta #8               | CDM | 2014 | SPD:83 DRB:90 SHO:76 DEF:64 PHY:81 IQ:84 | Real Madrid
5644. Ederson #8                          | CAM | 2018 | SPD:78 DRB:92 SHO:72 DEF:70 PHY:97 IQ:86 | Bayern Munich
5645. Moisés Caicedo #8                   | ST  | 2022 | SPD:83 DRB:85 SHO:85 DEF:34 PHY:87 IQ:96 | Arsenal
5646. Claude Makélélé #8                  | GK  | 2018 | SPD:76 DRB:50 SHO:45 DEF:95 PHY:83 IQ:83 | Liverpool
5647. Ferenc Puskás #8                    | RB  | 2014 | SPD:84 DRB:64 SHO:58 DEF:95 PHY:92 IQ:88 | Napoli
5648. Joao Mario #8                       | GK  | 2010 | SPD:71 DRB:46 SHO:33 DEF:94 PHY:83 IQ:84 | Barcelona
5649. Andrés Iniesta Luján #8             | LW  | 2018 | SPD:93 DRB:76 SHO:86 DEF:42 PHY:86 IQ:82 | Arsenal
5650. Lev Yashin #8                       | RB  | 2006 | SPD:82 DRB:65 SHO:70 DEF:86 PHY:89 IQ:80 | Barcelona
5651. Sergio Peña #8                      | CB  | 2018 | SPD:89 DRB:75 SHO:70 DEF:90 PHY:96 IQ:89 | Inter Milan
5652. Sergio Aguero #8                    | CAM | 2022 | SPD:79 DRB:82 SHO:74 DEF:84 PHY:85 IQ:79 | Juventus
5653. Pascal Groß #8                      | CDM | 2010 | SPD:81 DRB:84 SHO:83 DEF:72 PHY:76 IQ:94 | Chelsea
5654. Andy Cole #8                        | CM  | 2010 | SPD:91 DRB:79 SHO:74 DEF:65 PHY:93 IQ:98 | Inter Milan
5655. Jorge Valdano #8                    | LB  | 2014 | SPD:89 DRB:65 SHO:55 DEF:88 PHY:84 IQ:93 | Liverpool
5656. Willy Sagnol #8                     | ST  | 2010 | SPD:88 DRB:94 SHO:95 DEF:49 PHY:79 IQ:78 | Real Madrid
5657. Tagliafico Nicolás #8               | CM  | 2014 | SPD:88 DRB:85 SHO:66 DEF:71 PHY:82 IQ:86 | AC Milan
5658. Juan Foyth #8                       | CDM | 2006 | SPD:91 DRB:84 SHO:76 DEF:76 PHY:77 IQ:80 | Bayern Munich
5659. Luis Garcia #8                      | CM  | 2010 | SPD:94 DRB:74 SHO:65 DEF:69 PHY:78 IQ:80 | Manchester United
5660. Dani Alves #8                       | CM  | 2018 | SPD:90 DRB:79 SHO:85 DEF:79 PHY:86 IQ:88 | Bayern Munich
5661. Dejan Stankovic #8                  | CM  | 2022 | SPD:86 DRB:91 SHO:83 DEF:63 PHY:78 IQ:90 | Chelsea
5662. Valeriy Lobanovskyi #8              | CB  | 2018 | SPD:85 DRB:71 SHO:63 DEF:94 PHY:92 IQ:94 | Real Madrid
5663. Ibarra Jairo #8                     | LW  | 2014 | SPD:86 DRB:94 SHO:94 DEF:40 PHY:89 IQ:95 | Barcelona
5664. Ronald de Boer #8                   | LW  | 2014 | SPD:83 DRB:75 SHO:90 DEF:29 PHY:75 IQ:97 | Barcelona
5665. Fabinho #8                          | CB  | 2022 | SPD:77 DRB:68 SHO:53 DEF:99 PHY:87 IQ:79 | Juventus
5666. Peter Shilton #8                    | CDM | 2022 | SPD:79 DRB:90 SHO:80 DEF:81 PHY:89 IQ:95 | AC Milan
5667. Sadio Mané #8                       | LW  | 2010 | SPD:86 DRB:85 SHO:97 DEF:26 PHY:91 IQ:81 | Liverpool
5668. Graeme Souness #8                   | GK  | 2010 | SPD:74 DRB:43 SHO:34 DEF:91 PHY:93 IQ:96 | Inter Milan
5669. Diego Maradona #8                   | RB  | 2014 | SPD:81 DRB:67 SHO:47 DEF:98 PHY:98 IQ:91 | Juventus
5670. Nacho Fernández #8                  | LW  | 2006 | SPD:86 DRB:83 SHO:90 DEF:58 PHY:94 IQ:84 | Manchester United
5671. Paulo Dybala #8                     | LB  | 2014 | SPD:89 DRB:64 SHO:69 DEF:89 PHY:77 IQ:93 | Barcelona
5672. Sami Nasri #8                       | RB  | 2018 | SPD:79 DRB:72 SHO:55 DEF:89 PHY:85 IQ:87 | AC Milan
5673. Neymar Jr #8                        | ST  | 2010 | SPD:95 DRB:83 SHO:82 DEF:50 PHY:76 IQ:88 | Inter Milan
5674. Paul Scholes #8                     | RB  | 2022 | SPD:89 DRB:64 SHO:59 DEF:99 PHY:96 IQ:93 | AC Milan
5675. Guido Rodríguez #8                  | GK  | 2010 | SPD:78 DRB:42 SHO:41 DEF:91 PHY:76 IQ:95 | Napoli
5676. Gianluigi Buffon #8                 | GK  | 2014 | SPD:70 DRB:39 SHO:23 DEF:98 PHY:98 IQ:84 | Paris SG
5677. Neymar #8                           | CAM | 2010 | SPD:78 DRB:83 SHO:86 DEF:64 PHY:88 IQ:81 | Napoli
5678. Andriy Shevchenko #8                | CAM | 2022 | SPD:91 DRB:90 SHO:75 DEF:69 PHY:85 IQ:87 | AC Milan
5679. Granit Xhaka #8                     | CDM | 2018 | SPD:88 DRB:88 SHO:86 DEF:72 PHY:94 IQ:85 | Liverpool
5680. N'Golo Kanté #8                     | CM  | 2018 | SPD:86 DRB:92 SHO:85 DEF:82 PHY:93 IQ:85 | AC Milan
5681. Yasuhito Endo #8                    | LB  | 2018 | SPD:89 DRB:65 SHO:62 DEF:87 PHY:84 IQ:97 | Chelsea
5682. Stelios Malezas #8                  | CM  | 2022 | SPD:88 DRB:88 SHO:81 DEF:62 PHY:95 IQ:85 | Napoli
5683. Michael Owen #8                     | CDM | 2006 | SPD:81 DRB:87 SHO:79 DEF:80 PHY:82 IQ:95 | Inter Milan
5684. Luis Diaz #8                        | ST  | 2018 | SPD:86 DRB:87 SHO:91 DEF:34 PHY:93 IQ:88 | Barcelona
5685. Maicon #8                           | CAM | 2022 | SPD:90 DRB:90 SHO:83 DEF:85 PHY:85 IQ:79 | Real Madrid
5686. Ivan Rakitic #8                     | CM  | 2018 | SPD:92 DRB:83 SHO:77 DEF:60 PHY:91 IQ:78 | Barcelona
5687. Jackie Charlton #8                  | CDM | 2010 | SPD:87 DRB:92 SHO:87 DEF:65 PHY:75 IQ:81 | Inter Milan
5688. Stéphane Guivarc'h #8               | CDM | 2010 | SPD:85 DRB:86 SHO:88 DEF:72 PHY:85 IQ:84 | Paris SG
5689. Pablo Sarabia #8                    | ST  | 2014 | SPD:89 DRB:80 SHO:87 DEF:47 PHY:87 IQ:80 | Paris SG
5690. Nemanja Vidic #8                    | CM  | 2010 | SPD:90 DRB:82 SHO:70 DEF:77 PHY:93 IQ:84 | Barcelona
5691. Xavi Simons #8                      | LW  | 2010 | SPD:85 DRB:78 SHO:93 DEF:41 PHY:97 IQ:83 | Chelsea
5692. Ian Callaghan #8                    | LW  | 2022 | SPD:85 DRB:86 SHO:90 DEF:27 PHY:77 IQ:92 | Paris SG
5693. Adriano Correia #8                  | ST  | 2014 | SPD:87 DRB:86 SHO:92 DEF:26 PHY:83 IQ:87 | Inter Milan
5694. Mateja Kežman #8                    | RB  | 2010 | SPD:78 DRB:67 SHO:55 DEF:89 PHY:94 IQ:89 | Chelsea
5695. Olivier Giroud #8                   | ST  | 2006 | SPD:86 DRB:91 SHO:97 DEF:57 PHY:87 IQ:97 | Arsenal
5696. Lúcio #8                            | ST  | 2006 | SPD:82 DRB:91 SHO:84 DEF:36 PHY:94 IQ:98 | Manchester United
5697. Franco Baresi #8                    | LW  | 2014 | SPD:89 DRB:88 SHO:82 DEF:44 PHY:75 IQ:83 | Barcelona
5698. Gio de Arrascaeta #8                | LB  | 2022 | SPD:82 DRB:73 SHO:60 DEF:87 PHY:77 IQ:88 | Paris SG
5699. Pedro #8                            | CM  | 2006 | SPD:85 DRB:90 SHO:83 DEF:79 PHY:97 IQ:80 | Arsenal
5700. Karel Poborský #8                   | CAM | 2022 | SPD:86 DRB:74 SHO:81 DEF:60 PHY:81 IQ:98 | Real Madrid
5701. Arturo Vidal #8                     | CDM | 2006 | SPD:87 DRB:85 SHO:77 DEF:82 PHY:97 IQ:96 | Bayern Munich
5702. Srdjan Babić #8                     | ST  | 2022 | SPD:89 DRB:79 SHO:89 DEF:35 PHY:92 IQ:91 | Inter Milan
5703. Peter Schmeichel #8                 | RB  | 2014 | SPD:89 DRB:74 SHO:60 DEF:89 PHY:93 IQ:84 | Liverpool
5704. Jay-Jay Okocha #8                   | CDM | 2018 | SPD:92 DRB:87 SHO:78 DEF:78 PHY:79 IQ:83 | Barcelona
5705. Gerard Piqué #8                     | CM  | 2010 | SPD:85 DRB:81 SHO:65 DEF:63 PHY:85 IQ:93 | Juventus
5706. André Schürrle #8                   | ST  | 2010 | SPD:85 DRB:87 SHO:97 DEF:53 PHY:97 IQ:85 | Real Madrid
5707. Johan Cruyff #8                     | RB  | 2010 | SPD:88 DRB:62 SHO:53 DEF:97 PHY:79 IQ:90 | Chelsea
5708. Paul Pogba #8                       | CM  | 2018 | SPD:94 DRB:82 SHO:76 DEF:66 PHY:87 IQ:79 | Manchester United
5709. Gianni Rivera #8                    | LW  | 2006 | SPD:95 DRB:95 SHO:97 DEF:30 PHY:86 IQ:86 | Barcelona
5710. Juan Cuadrado #8                    | CDM | 2006 | SPD:93 DRB:79 SHO:79 DEF:79 PHY:80 IQ:93 | Arsenal
5711. Helder Postiga #8                   | CAM | 2014 | SPD:78 DRB:79 SHO:72 DEF:67 PHY:83 IQ:82 | Manchester United
5712. Christoph Kramer #8                 | RB  | 2014 | SPD:89 DRB:80 SHO:59 DEF:88 PHY:98 IQ:86 | Real Madrid
5713. Hidetoshi Nakata #8                 | CDM | 2006 | SPD:83 DRB:72 SHO:71 DEF:60 PHY:77 IQ:86 | Napoli
5714. Rafael van der Vaart #8             | GK  | 2018 | SPD:82 DRB:47 SHO:24 DEF:93 PHY:77 IQ:78 | Napoli
5715. Nicolas Otamendi #8                 | CDM | 2006 | SPD:86 DRB:88 SHO:78 DEF:77 PHY:82 IQ:88 | Barcelona
5716. Sokratis #8                         | LB  | 2010 | SPD:79 DRB:68 SHO:58 DEF:88 PHY:80 IQ:91 | Bayern Munich
5717. Fred #8                             | CB  | 2006 | SPD:89 DRB:66 SHO:45 DEF:91 PHY:80 IQ:79 | Manchester United
5718. Leandro Paredes #8                  | CM  | 2018 | SPD:87 DRB:76 SHO:72 DEF:82 PHY:91 IQ:94 | Manchester United
5719. Gerard Pique #8                     | ST  | 2018 | SPD:92 DRB:88 SHO:86 DEF:36 PHY:88 IQ:88 | Manchester United
5720. Seydou Doumbia #8                   | LW  | 2010 | SPD:89 DRB:95 SHO:89 DEF:34 PHY:90 IQ:91 | Bayern Munich
5721. Fabio Cannavaro #8                  | LB  | 2014 | SPD:77 DRB:79 SHO:61 DEF:94 PHY:85 IQ:93 | Bayern Munich
5722. Igor Akinfeev #8                    | CM  | 2018 | SPD:84 DRB:88 SHO:73 DEF:71 PHY:85 IQ:90 | Bayern Munich
5723. Yuriel Celi #8                      | LB  | 2006 | SPD:78 DRB:72 SHO:53 DEF:96 PHY:95 IQ:88 | Napoli
5724. Stéphane Charbonnier #8             | RB  | 2018 | SPD:80 DRB:70 SHO:45 DEF:85 PHY:96 IQ:80 | Manchester United
5725. Benedikt Höwedes #8                 | CM  | 2010 | SPD:81 DRB:80 SHO:77 DEF:79 PHY:97 IQ:83 | AC Milan
5726. Ronaldinho #8                       | CB  | 2010 | SPD:80 DRB:75 SHO:55 DEF:95 PHY:80 IQ:86 | Arsenal
5727. Vinicius Jr #8                      | GK  | 2018 | SPD:79 DRB:32 SHO:39 DEF:99 PHY:83 IQ:91 | Napoli
5728. Nahuel Molina #8                    | CAM | 2006 | SPD:84 DRB:75 SHO:73 DEF:75 PHY:78 IQ:78 | Chelsea
5729. Ronaldo #8                          | RB  | 2006 | SPD:86 DRB:80 SHO:50 DEF:92 PHY:80 IQ:96 | Inter Milan
5730. Álvaro Arbeloa #8                   | LB  | 2006 | SPD:90 DRB:60 SHO:62 DEF:98 PHY:81 IQ:79 | Inter Milan
5731. Julián Álvarez #8                   | CB  | 2018 | SPD:82 DRB:78 SHO:65 DEF:97 PHY:79 IQ:85 | Real Madrid
5732. Giorgios Karagounis #8              | ST  | 2010 | SPD:83 DRB:81 SHO:98 DEF:58 PHY:95 IQ:97 | Paris SG
5733. Juan Fernando Quintero #8           | CB  | 2006 | SPD:85 DRB:72 SHO:52 DEF:90 PHY:95 IQ:89 | Chelsea
5734. Antoine Griezmann #8                | ST  | 2014 | SPD:84 DRB:87 SHO:85 DEF:31 PHY:95 IQ:82 | Liverpool
5735. Abedi Pelé #8                       | ST  | 2022 | SPD:89 DRB:81 SHO:91 DEF:49 PHY:92 IQ:93 | Bayern Munich
5736. Lilian Thuram #8                    | LW  | 2010 | SPD:92 DRB:81 SHO:82 DEF:33 PHY:78 IQ:90 | Napoli
5737. Andy Robertson #8                   | LB  | 2018 | SPD:81 DRB:69 SHO:53 DEF:94 PHY:77 IQ:97 | Chelsea
5738. Ruben Riquelme #8                   | ST  | 2018 | SPD:87 DRB:82 SHO:89 DEF:42 PHY:85 IQ:96 | Juventus
5739. Salif Keita #8                      | CAM | 2006 | SPD:93 DRB:73 SHO:70 DEF:81 PHY:79 IQ:95 | Real Madrid
5740. Xherdan Shaqiri #8                  | GK  | 2010 | SPD:76 DRB:31 SHO:27 DEF:95 PHY:80 IQ:98 | Napoli
5741. Juan Pablo Sorin #8                 | LW  | 2014 | SPD:95 DRB:88 SHO:84 DEF:54 PHY:85 IQ:94 | Barcelona
5742. Patrice Evra #8                     | CM  | 2006 | SPD:86 DRB:79 SHO:73 DEF:83 PHY:86 IQ:84 | Real Madrid
5743. Savo Milosevic #8                   | CM  | 2022 | SPD:92 DRB:85 SHO:87 DEF:84 PHY:75 IQ:93 | Bayern Munich
5744. Pantelis Kafes #8                   | LW  | 2014 | SPD:88 DRB:94 SHO:87 DEF:44 PHY:81 IQ:78 | Inter Milan
5745. Gonçalo Inácio #8                   | GK  | 2018 | SPD:72 DRB:40 SHO:40 DEF:96 PHY:96 IQ:84 | Bayern Munich
5746. Mikael Silvestre #8                 | LB  | 2014 | SPD:90 DRB:67 SHO:64 DEF:93 PHY:92 IQ:86 | Liverpool
5747. Ben Chilwell #8                     | CDM | 2018 | SPD:85 DRB:71 SHO:79 DEF:62 PHY:93 IQ:92 | Manchester United
5748. Sergio Busquets #8                  | CM  | 2014 | SPD:91 DRB:72 SHO:70 DEF:60 PHY:81 IQ:86 | Napoli
5749. Vieira Patrick #8                   | GK  | 2006 | SPD:72 DRB:52 SHO:22 DEF:94 PHY:76 IQ:82 | Arsenal
5750. González Higuaín #8                 | CDM | 2006 | SPD:78 DRB:80 SHO:74 DEF:65 PHY:96 IQ:91 | Inter Milan
5751. Lisandro Martinez #8                | CAM | 2010 | SPD:93 DRB:79 SHO:83 DEF:84 PHY:78 IQ:88 | Chelsea
5752. Alex Valdivia #8                    | ST  | 2014 | SPD:92 DRB:84 SHO:87 DEF:53 PHY:79 IQ:98 | Liverpool
5753. Jan Krejčí #8                       | LB  | 2014 | SPD:84 DRB:71 SHO:46 DEF:91 PHY:98 IQ:78 | Paris SG
5754. John Toshack #8                     | LW  | 2018 | SPD:89 DRB:84 SHO:89 DEF:40 PHY:80 IQ:85 | Real Madrid
5755. Éric Abidal #8                      | CDM | 2006 | SPD:92 DRB:77 SHO:67 DEF:63 PHY:84 IQ:89 | Inter Milan
5756. Ernst Happel #8                     | LW  | 2022 | SPD:82 DRB:94 SHO:84 DEF:34 PHY:91 IQ:80 | AC Milan
5757. Sami Khedira #8                     | LW  | 2010 | SPD:93 DRB:75 SHO:86 DEF:38 PHY:90 IQ:84 | Liverpool
5758. Bentaleb Nacho #8                   | CAM | 2018 | SPD:87 DRB:81 SHO:66 DEF:76 PHY:91 IQ:96 | AC Milan
5759. Frank de Boer #8                    | CDM | 2006 | SPD:86 DRB:79 SHO:74 DEF:74 PHY:82 IQ:87 | Juventus
5760. Álvaro Recoba #8                    | CAM | 2006 | SPD:85 DRB:87 SHO:85 DEF:84 PHY:83 IQ:82 | Napoli
5761. Müller Thomas #8                    | CDM | 2006 | SPD:82 DRB:90 SHO:65 DEF:71 PHY:91 IQ:88 | Real Madrid
5762. Jorge Carrascal #8                  | LW  | 2014 | SPD:87 DRB:87 SHO:83 DEF:25 PHY:85 IQ:89 | Bayern Munich
5763. Jorginho #8                         | CM  | 2014 | SPD:80 DRB:87 SHO:86 DEF:71 PHY:77 IQ:80 | Chelsea
5764. Gomez Ricardo #8                    | GK  | 2018 | SPD:80 DRB:34 SHO:33 DEF:96 PHY:98 IQ:92 | Liverpool
5765. Javi Martínez #8                    | ST  | 2006 | SPD:93 DRB:83 SHO:87 DEF:58 PHY:98 IQ:91 | Chelsea
5766. Rodrigo Moreno #8                   | RB  | 2014 | SPD:80 DRB:71 SHO:56 DEF:86 PHY:93 IQ:94 | Chelsea
5767. Ruud Gullit #8                      | LB  | 2014 | SPD:80 DRB:67 SHO:55 DEF:85 PHY:93 IQ:91 | Bayern Munich
5768. Jesús Navas #8                      | LW  | 2006 | SPD:88 DRB:89 SHO:82 DEF:49 PHY:92 IQ:96 | Paris SG
5769. Paul Breitner #8                    | CAM | 2018 | SPD:87 DRB:91 SHO:81 DEF:77 PHY:77 IQ:83 | Napoli
5770. Robert Lewandowski #8               | CDM | 2018 | SPD:85 DRB:71 SHO:75 DEF:67 PHY:90 IQ:94 | AC Milan
5771. Jamal Musiala #8                    | GK  | 2010 | SPD:81 DRB:55 SHO:26 DEF:92 PHY:96 IQ:96 | Inter Milan
5772. Vassilis Torosidis #8               | CAM | 2018 | SPD:91 DRB:80 SHO:86 DEF:81 PHY:98 IQ:91 | Juventus
5773. Mbappé Kylian #8                    | LW  | 2006 | SPD:88 DRB:89 SHO:84 DEF:36 PHY:84 IQ:86 | Barcelona
5774. Cesc Fàbregas #8                    | CAM | 2006 | SPD:81 DRB:71 SHO:69 DEF:64 PHY:85 IQ:83 | AC Milan
5775. Nemanja Matić #8                    | CDM | 2022 | SPD:83 DRB:85 SHO:79 DEF:75 PHY:77 IQ:91 | Napoli
5776. Thibault Courtois #8                | LW  | 2010 | SPD:86 DRB:86 SHO:97 DEF:43 PHY:76 IQ:98 | Napoli
5777. Pauleta #8                          | RB  | 2010 | SPD:86 DRB:74 SHO:70 DEF:94 PHY:88 IQ:87 | Juventus
5778. Hernán Crespo #8                    | CM  | 2018 | SPD:80 DRB:80 SHO:86 DEF:77 PHY:75 IQ:80 | Arsenal
5779. Carlos Puyol #8                     | CAM | 2018 | SPD:90 DRB:88 SHO:70 DEF:85 PHY:82 IQ:86 | Juventus
5780. Kazuyoshi Miura #8                  | ST  | 2018 | SPD:95 DRB:91 SHO:97 DEF:45 PHY:76 IQ:80 | Barcelona
5781. Yacine Brahimi #8                   | ST  | 2006 | SPD:93 DRB:77 SHO:89 DEF:27 PHY:87 IQ:80 | Real Madrid
5782. Dwight Yorke #8                     | LW  | 2018 | SPD:85 DRB:85 SHO:91 DEF:41 PHY:96 IQ:78 | Napoli
5783. DaMarcus Beasley #8                 | RB  | 2014 | SPD:89 DRB:79 SHO:53 DEF:99 PHY:87 IQ:84 | Arsenal
5784. Mark González #8                    | CB  | 2022 | SPD:86 DRB:63 SHO:62 DEF:95 PHY:81 IQ:86 | Inter Milan
5785. Boban Marjanovic #8                 | ST  | 2014 | SPD:89 DRB:95 SHO:93 DEF:60 PHY:96 IQ:90 | Napoli
5786. Javier Ramales #8                   | CAM | 2022 | SPD:85 DRB:86 SHO:87 DEF:76 PHY:90 IQ:87 | AC Milan
5787. Sérgio Ramos #8                     | LB  | 2010 | SPD:75 DRB:72 SHO:54 DEF:94 PHY:94 IQ:90 | Manchester United
5788. Mohamed Salah #8                    | LB  | 2010 | SPD:78 DRB:76 SHO:65 DEF:95 PHY:81 IQ:88 | Manchester United
5789. Quinton Fortune #8                  | CM  | 2022 | SPD:88 DRB:85 SHO:82 DEF:73 PHY:93 IQ:96 | Inter Milan
5790. Claude Makele #8                    | LW  | 2018 | SPD:84 DRB:92 SHO:90 DEF:49 PHY:94 IQ:81 | Real Madrid
5791. Cicinho #8                          | CM  | 2022 | SPD:92 DRB:82 SHO:87 DEF:62 PHY:94 IQ:92 | Manchester United
5792. Yoann Gourcuff #8                   | CDM | 2006 | SPD:93 DRB:75 SHO:79 DEF:81 PHY:77 IQ:85 | Liverpool
5793. Michel Platini #8                   | RB  | 2006 | SPD:83 DRB:78 SHO:65 DEF:97 PHY:85 IQ:89 | Inter Milan
5794. Kevin De Bruyne #8                  | GK  | 2006 | SPD:80 DRB:40 SHO:27 DEF:89 PHY:76 IQ:96 | Manchester United
5795. Juan Pablo Sorín #8                 | CDM | 2022 | SPD:83 DRB:91 SHO:74 DEF:82 PHY:97 IQ:98 | Barcelona
5796. Emanuel Mammana #8                  | CB  | 2022 | SPD:79 DRB:69 SHO:45 DEF:99 PHY:76 IQ:86 | Chelsea
5797. Mario Mandžukić #8                  | ST  | 2010 | SPD:92 DRB:95 SHO:84 DEF:32 PHY:79 IQ:79 | Inter Milan
5798. Diogo Jota #8                       | CB  | 2010 | SPD:82 DRB:75 SHO:61 DEF:85 PHY:89 IQ:96 | Paris SG
5799. Bojan Djordjic #8                   | CAM | 2010 | SPD:93 DRB:70 SHO:87 DEF:65 PHY:90 IQ:95 | Real Madrid
5800. Gerd Müller #8                      | RB  | 2018 | SPD:82 DRB:70 SHO:69 DEF:95 PHY:92 IQ:89 | Paris SG
5801. Rúben Neves #8                      | LW  | 2018 | SPD:88 DRB:82 SHO:87 DEF:37 PHY:76 IQ:96 | Manchester United
5802. Gavi #8                             | CDM | 2014 | SPD:91 DRB:89 SHO:73 DEF:68 PHY:96 IQ:92 | Bayern Munich
5803. Johan Neeskens #8                   | ST  | 2018 | SPD:88 DRB:84 SHO:82 DEF:29 PHY:89 IQ:97 | Inter Milan
5804. Luis Nani #8                        | CM  | 2014 | SPD:83 DRB:70 SHO:75 DEF:70 PHY:79 IQ:89 | Paris SG
5805. Ezequiel Lavezzi #8                 | LW  | 2022 | SPD:89 DRB:94 SHO:93 DEF:30 PHY:87 IQ:89 | Liverpool
5806. Javier Pastore #8                   | CM  | 2014 | SPD:79 DRB:72 SHO:79 DEF:81 PHY:98 IQ:86 | Juventus
5807. Raí #8                              | ST  | 2018 | SPD:83 DRB:77 SHO:95 DEF:25 PHY:91 IQ:82 | Real Madrid
5808. Nigel de Jong #8                    | ST  | 2014 | SPD:86 DRB:93 SHO:83 DEF:53 PHY:96 IQ:88 | Paris SG
5809. Bobby Moore #8                      | GK  | 2022 | SPD:77 DRB:39 SHO:34 DEF:95 PHY:85 IQ:96 | Chelsea
5810. Peter Čech #8                       | LW  | 2014 | SPD:93 DRB:80 SHO:84 DEF:46 PHY:96 IQ:98 | Barcelona
5811. Stanley Matthews #8                 | CDM | 2018 | SPD:81 DRB:80 SHO:84 DEF:63 PHY:96 IQ:97 | Liverpool
5812. Juan Roman Riquelme #8              | CDM | 2014 | SPD:91 DRB:83 SHO:87 DEF:67 PHY:84 IQ:84 | Real Madrid
5813. Kenny Dalglish #8                   | CM  | 2006 | SPD:85 DRB:82 SHO:71 DEF:78 PHY:98 IQ:86 | Inter Milan
5814. Samuel Eto'o #8                     | CB  | 2022 | SPD:77 DRB:66 SHO:69 DEF:99 PHY:93 IQ:90 | Chelsea
5815. Diego Milito #8                     | CM  | 2006 | SPD:89 DRB:86 SHO:87 DEF:66 PHY:96 IQ:96 | Liverpool
5816. Giorgos Samaras #8                  | ST  | 2022 | SPD:91 DRB:75 SHO:87 DEF:54 PHY:98 IQ:85 | Real Madrid
5817. Cristian Benavente #8               | LW  | 2018 | SPD:90 DRB:78 SHO:97 DEF:27 PHY:92 IQ:89 | AC Milan
5818. Darko Kovacevic #8                  | RB  | 2014 | SPD:76 DRB:79 SHO:49 DEF:91 PHY:85 IQ:97 | AC Milan
5819. Héctor Enrique #8                   | LB  | 2014 | SPD:81 DRB:80 SHO:48 DEF:96 PHY:76 IQ:90 | Chelsea
5820. Alberto Gilardino #8                | CM  | 2014 | SPD:80 DRB:73 SHO:80 DEF:84 PHY:93 IQ:89 | Juventus
5821. Pelé Abedi #8                       | CDM | 2006 | SPD:88 DRB:85 SHO:82 DEF:85 PHY:86 IQ:88 | Bayern Munich
5822. Ashley Cole #8                      | ST  | 2010 | SPD:87 DRB:90 SHO:82 DEF:56 PHY:94 IQ:78 | Manchester United
5823. Mickaël Silvestre #8                | ST  | 2014 | SPD:82 DRB:75 SHO:82 DEF:44 PHY:90 IQ:92 | Juventus
5824. Andres Iniesta #9                   | LW  | 2010 | SPD:87 DRB:83 SHO:87 DEF:40 PHY:96 IQ:80 | Bayern Munich
